Species,Day,Date,Rep,L_W,SH_Tide,SH_Temp,MHW,Tank,Size_cm
Magallana gigas,19,,6,L,No Tide,21,15,1,3.548
Magallana gigas,19,,6,W,No Tide,21,15,1,1.752
Magallana gigas,19,,7,L,No Tide,21,15,1,2.955
Magallana gigas,19,,7,W,No Tide,21,15,1,1.763
Magallana gigas,19,,8,L,No Tide,21,15,1,3.47
Magallana gigas,19,,8,W,No Tide,21,15,1,2.19
Magallana gigas,19,,9,L,No Tide,21,15,1,3.314
Magallana gigas,19,,9,W,No Tide,21,15,1,2.053
Magallana gigas,19,,10,L,No Tide,21,15,1,2.892
Magallana gigas,19,,10,W,No Tide,21,15,1,1.595
Magallana gigas,19,,1,L,Tide,15,15,2,3.617
Magallana gigas,19,,1,W,Tide,15,15,2,1.99
Magallana gigas,19,,2,L,Tide,15,15,2,3.023
Magallana gigas,19,,2,W,Tide,15,15,2,1.769
Magallana gigas,19,,3,L,Tide,15,15,2,2.369
Magallana gigas,19,,3,W,Tide,15,15,2,1.872
Magallana gigas,19,,4,L,Tide,15,15,2,2.869
Magallana gigas,19,,4,W,Tide,15,15,2,1.768
Magallana gigas,19,,5,L,Tide,15,15,2,3.011
Magallana gigas,19,,5,W,Tide,15,15,2,1.862
Magallana gigas,19,,6,L,Tide,15,15,2,2.846
Magallana gigas,19,,6,W,Tide,15,15,2,1.684
Magallana gigas,19,,7,L,Tide,15,15,2,3.608
Magallana gigas,19,,7,W,Tide,15,15,2,1.769
Magallana gigas,19,,8,L,Tide,15,15,2,2.494
Magallana gigas,19,,8,W,Tide,15,15,2,1.838
Magallana gigas,19,,9,L,Tide,15,15,2,2.298
Magallana gigas,19,,9,W,Tide,15,15,2,1.955
Magallana gigas,19,,10,L,Tide,15,15,2,2.579
Magallana gigas,19,,10,W,Tide,15,15,2,1.637
Magallana gigas,19,,1,L,Tide,21,15,2,2.834
Magallana gigas,19,,1,W,Tide,21,15,2,2.413
Magallana gigas,19,,2,L,Tide,21,15,2,2.793
Magallana gigas,19,,2,W,Tide,21,15,2,2.244
Magallana gigas,19,,3,L,Tide,21,15,2,2.574
Magallana gigas,19,,3,W,Tide,21,15,2,1.761
Magallana gigas,19,,4,L,Tide,21,15,2,3.059
Magallana gigas,19,,4,W,Tide,21,15,2,2.065
Magallana gigas,19,,5,L,Tide,21,15,2,2.45
Magallana gigas,19,,5,W,Tide,21,15,2,1.9
Magallana gigas,19,,6,L,Tide,21,15,2,2.507
Magallana gigas,19,,6,W,Tide,21,15,2,1.734
Magallana gigas,19,,7,L,Tide,21,15,2,2.256
Magallana gigas,19,,7,W,Tide,21,15,2,1.686
Magallana gigas,19,,8,L,Tide,21,15,2,2.836
Magallana gigas,19,,8,W,Tide,21,15,2,1.574
Magallana gigas,19,,9,L,Tide,21,15,2,2.988
Magallana gigas,19,,9,W,Tide,21,15,2,2.019
Magallana gigas,19,,10,L,Tide,21,15,2,2.331
Magallana gigas,19,,10,W,Tide,21,15,2,1.93
Magallana gigas,19,,1,L,No Tide,15,15,2,3.396
Magallana gigas,19,,1,W,No Tide,15,15,2,1.926
Magallana gigas,19,,2,L,No Tide,15,15,2,3.164
Magallana gigas,19,,2,W,No Tide,15,15,2,1.788
Magallana gigas,19,,3,L,No Tide,15,15,2,2.451
Magallana gigas,19,,3,W,No Tide,15,15,2,1.862
Magallana gigas,19,,4,L,No Tide,15,15,2,2.553
Magallana gigas,19,,4,W,No Tide,15,15,2,1.673
Magallana gigas,19,,5,L,No Tide,15,15,2,2.097
Magallana gigas,19,,5,W,No Tide,15,15,2,1.649
Magallana gigas,19,,6,L,No Tide,15,15,2,2.797
Magallana gigas,19,,6,W,No Tide,15,15,2,1.761
Magallana gigas,19,,7,L,No Tide,15,15,2,2.761
Magallana gigas,19,,7,W,No Tide,15,15,2,1.791
Magallana gigas,19,,8,L,No Tide,15,15,2,2.796
Magallana gigas,19,,8,W,No Tide,15,15,2,1.796
Magallana gigas,19,,9,L,No Tide,15,15,2,3.278
Magallana gigas,19,,9,W,No Tide,15,15,2,1.841
Magallana gigas,19,,10,L,No Tide,15,15,2,3.272
Magallana gigas,19,,10,W,No Tide,15,15,2,1.918
Magallana gigas,19,,1,L,No Tide,21,15,2,2.913
Magallana gigas,19,,1,W,No Tide,21,15,2,2.246
Magallana gigas,19,,2,L,No Tide,21,15,2,2.817
Magallana gigas,19,,2,W,No Tide,21,15,2,1.658
Magallana gigas,19,,3,L,No Tide,21,15,2,2.872
Magallana gigas,19,,3,W,No Tide,21,15,2,2.328
Magallana gigas,19,,4,L,No Tide,21,15,2,2.959
Magallana gigas,19,,4,W,No Tide,21,15,2,1.948
Magallana gigas,19,,5,L,No Tide,21,15,2,2.354
Magallana gigas,19,,5,W,No Tide,21,15,2,1.537
Magallana gigas,19,,6,L,No Tide,21,15,2,3.059
Magallana gigas,19,,6,W,No Tide,21,15,2,1.976
Magallana gigas,19,,7,L,No Tide,21,15,2,3.385
Magallana gigas,19,,7,W,No Tide,21,15,2,1.755
Magallana gigas,19,,8,L,No Tide,21,15,2,2.342
Magallana gigas,19,,8,W,No Tide,21,15,2,2.206
Magallana gigas,19,,9,L,No Tide,21,15,2,3.119
Magallana gigas,19,,9,W,No Tide,21,15,2,1.964
Magallana gigas,19,,10,L,No Tide,21,15,2,2.499
Magallana gigas,19,,10,W,No Tide,21,15,2,1.761
Magallana gigas,19,,1,L,Tide,15,15,3,3.042
Magallana gigas,19,,1,W,Tide,15,15,3,2.008
Magallana gigas,19,,2,L,Tide,15,15,3,3.083
Magallana gigas,19,,2,W,Tide,15,15,3,1.683
Magallana gigas,19,,3,L,Tide,15,15,3,2.375
Magallana gigas,19,,3,W,Tide,15,15,3,1.778
Magallana gigas,19,,4,L,Tide,15,15,3,2.612
Magallana gigas,19,,4,W,Tide,15,15,3,1.7
Magallana gigas,19,,5,L,Tide,15,15,3,2.823
Magallana gigas,19,,5,W,Tide,15,15,3,1.919
Magallana gigas,19,,6,L,Tide,15,15,3,2.319
Magallana gigas,19,,6,W,Tide,15,15,3,1.504
Magallana gigas,19,,7,L,Tide,15,15,3,2.899
Magallana gigas,19,,7,W,Tide,15,15,3,2.042
Magallana gigas,19,,8,L,Tide,15,15,3,2.611
Magallana gigas,19,,8,W,Tide,15,15,3,1.889
Magallana gigas,19,,9,L,Tide,15,15,3,2.711
Magallana gigas,19,,9,W,Tide,15,15,3,1.528
Magallana gigas,19,,10,L,Tide,15,15,3,2.297
Magallana gigas,19,,10,W,Tide,15,15,3,1.878
Magallana gigas,19,,1,L,Tide,21,15,3,2.435
Magallana gigas,19,,1,W,Tide,21,15,3,1.965
Magallana gigas,19,,2,L,Tide,21,15,3,3.185
Magallana gigas,19,,2,W,Tide,21,15,3,2.368
Magallana gigas,19,,3,L,Tide,21,15,3,2.844
Magallana gigas,19,,3,W,Tide,21,15,3,1.756
Magallana gigas,19,,4,L,Tide,21,15,3,3.176
Magallana gigas,19,,4,W,Tide,21,15,3,1.934
Magallana gigas,19,,5,L,Tide,21,15,3,3.066
Magallana gigas,19,,5,W,Tide,21,15,3,1.628
Magallana gigas,19,,6,L,Tide,21,15,3,2.803
Magallana gigas,19,,6,W,Tide,21,15,3,1.667
Magallana gigas,19,,7,L,Tide,21,15,3,2.265
Magallana gigas,19,,7,W,Tide,21,15,3,2.222
Magallana gigas,19,,8,L,Tide,21,15,3,2.286
Magallana gigas,19,,8,W,Tide,21,15,3,1.652
Magallana gigas,19,,9,L,Tide,21,15,3,2.555
Magallana gigas,19,,9,W,Tide,21,15,3,1.801
Magallana gigas,19,,10,L,Tide,21,15,3,2.591
Magallana gigas,19,,10,W,Tide,21,15,3,1.71
Magallana gigas,19,,1,L,No Tide,15,15,3,2.46
Magallana gigas,19,,1,W,No Tide,15,15,3,1.862
Magallana gigas,19,,2,L,No Tide,15,15,3,3.115
Magallana gigas,19,,2,W,No Tide,15,15,3,1.708
Magallana gigas,19,,3,L,No Tide,15,15,3,3.301
Magallana gigas,19,,3,W,No Tide,15,15,3,1.756
Magallana gigas,19,,4,L,No Tide,15,15,3,2.617
Magallana gigas,19,,4,W,No Tide,15,15,3,1.543
Magallana gigas,19,,5,L,No Tide,15,15,3,3.281
Magallana gigas,19,,5,W,No Tide,15,15,3,1.699
Magallana gigas,19,,6,L,No Tide,15,15,3,2.412
Magallana gigas,19,,6,W,No Tide,15,15,3,1.667
Magallana gigas,19,,7,L,No Tide,15,15,3,3.598
Magallana gigas,19,,7,W,No Tide,15,15,3,2.031
Magallana gigas,19,,8,L,No Tide,15,15,3,2.573
Magallana gigas,19,,8,W,No Tide,15,15,3,1.864
Magallana gigas,19,,9,L,No Tide,15,15,3,2.723
Magallana gigas,19,,9,W,No Tide,15,15,3,1.944
Magallana gigas,19,,10,L,No Tide,15,15,3,2.95
Magallana gigas,19,,10,W,No Tide,15,15,3,1.903
Magallana gigas,19,,1,L,No Tide,21,15,3,2.88
Magallana gigas,19,,1,W,No Tide,21,15,3,2.056
Magallana gigas,19,,2,L,No Tide,21,15,3,3.571
Magallana gigas,19,,2,W,No Tide,21,15,3,2.008
Magallana gigas,19,,3,L,No Tide,21,15,3,3.069
Magallana gigas,19,,3,W,No Tide,21,15,3,2.069
Magallana gigas,19,,4,L,No Tide,21,15,3,1.998
Magallana gigas,19,,4,W,No Tide,21,15,3,1.73
Magallana gigas,19,,5,L,No Tide,21,15,3,2.408
Magallana gigas,19,,5,W,No Tide,21,15,3,1.804
Magallana gigas,19,,6,L,No Tide,21,15,3,2.155
Magallana gigas,19,,6,W,No Tide,21,15,3,2.088
Magallana gigas,19,,7,L,No Tide,21,15,3,2.91
Magallana gigas,19,,7,W,No Tide,21,15,3,1.644
Magallana gigas,19,,8,L,No Tide,21,15,3,2.43
Magallana gigas,19,,8,W,No Tide,21,15,3,1.878
Magallana gigas,19,,9,L,No Tide,21,15,3,1.981
Magallana gigas,19,,9,W,No Tide,21,15,3,1.903
Magallana gigas,19,,10,L,No Tide,21,15,3,2.873
Magallana gigas,19,,10,W,No Tide,21,15,3,1.972
Magallana gigas,19,,1,L,Tide,15,15,4,3.178
Magallana gigas,19,,1,W,Tide,15,15,4,1.726
Magallana gigas,19,,2,L,Tide,15,15,4,2.624
Magallana gigas,19,,2,W,Tide,15,15,4,1.785
Magallana gigas,19,,3,L,Tide,15,15,4,1.933
Magallana gigas,19,,3,W,Tide,15,15,4,1.583
Magallana gigas,19,,4,L,Tide,15,15,4,2.467
Magallana gigas,19,,4,W,Tide,15,15,4,1.765
Magallana gigas,19,,5,L,Tide,15,15,4,2.704
Magallana gigas,19,,5,W,Tide,15,15,4,1.676
Magallana gigas,19,,6,L,Tide,15,15,4,2.272
Magallana gigas,19,,6,W,Tide,15,15,4,1.784
Magallana gigas,19,,7,L,Tide,15,15,4,2.423
Magallana gigas,19,,7,W,Tide,15,15,4,1.608
Magallana gigas,19,,8,L,Tide,15,15,4,2.478
Magallana gigas,19,,8,W,Tide,15,15,4,1.577
Magallana gigas,19,,9,L,Tide,15,15,4,3.255
Magallana gigas,19,,9,W,Tide,15,15,4,2.027
Magallana gigas,19,,10,L,Tide,15,15,4,2.598
Magallana gigas,19,,10,W,Tide,15,15,4,1.765
Magallana gigas,19,,1,L,Tide,21,15,4,2.619
Magallana gigas,19,,1,W,Tide,21,15,4,2.04
Magallana gigas,19,,2,L,Tide,21,15,4,2.88
Magallana gigas,19,,2,W,Tide,21,15,4,1.506
Magallana gigas,19,,3,L,Tide,21,15,4,2.107
Magallana gigas,19,,3,W,Tide,21,15,4,1.879
Magallana gigas,19,,4,L,Tide,21,15,4,2.623
Magallana gigas,19,,4,W,Tide,21,15,4,1.763
Magallana gigas,19,,5,L,Tide,21,15,4,2.924
Magallana gigas,19,,5,W,Tide,21,15,4,1.967
Magallana gigas,19,,6,L,Tide,21,15,4,2.211
Magallana gigas,19,,6,W,Tide,21,15,4,1.738
Magallana gigas,19,,7,L,Tide,21,15,4,2.41
Magallana gigas,19,,7,W,Tide,21,15,4,1.514
Magallana gigas,19,,8,L,Tide,21,15,4,2.599
Magallana gigas,19,,8,W,Tide,21,15,4,1.882
Magallana gigas,19,,9,L,Tide,21,15,4,3.017
Magallana gigas,19,,9,W,Tide,21,15,4,1.921
Magallana gigas,19,,10,L,Tide,21,15,4,3.035
Magallana gigas,19,,10,W,Tide,21,15,4,1.744
Magallana gigas,19,,1,L,No Tide,15,15,4,2.164
Magallana gigas,19,,1,W,No Tide,15,15,4,1.797
Magallana gigas,19,,2,L,No Tide,15,15,4,3.634
Magallana gigas,19,,2,W,No Tide,15,15,4,2.013
Magallana gigas,19,,3,L,No Tide,15,15,4,3.168
Magallana gigas,19,,3,W,No Tide,15,15,4,1.829
Magallana gigas,19,,4,L,No Tide,15,15,4,3.044
Magallana gigas,19,,4,W,No Tide,15,15,4,1.436
Magallana gigas,19,,5,L,No Tide,15,15,4,2.708
Magallana gigas,19,,5,W,No Tide,15,15,4,1.608
Magallana gigas,19,,6,L,No Tide,15,15,4,3.108
Magallana gigas,19,,6,W,No Tide,15,15,4,1.932
Magallana gigas,19,,7,L,No Tide,15,15,4,2.346
Magallana gigas,19,,7,W,No Tide,15,15,4,1.977
Magallana gigas,19,,8,L,No Tide,15,15,4,2.964
Magallana gigas,19,,8,W,No Tide,15,15,4,2.04
Magallana gigas,19,,9,L,No Tide,15,15,4,2.53
Magallana gigas,19,,9,W,No Tide,15,15,4,1.583
Magallana gigas,19,,10,L,No Tide,15,15,4,2.087
Magallana gigas,19,,10,W,No Tide,15,15,4,1.771
Magallana gigas,19,,1,L,No Tide,21,15,4,2.677
Magallana gigas,19,,1,W,No Tide,21,15,4,1.716
Magallana gigas,19,,2,L,No Tide,21,15,4,2.881
Magallana gigas,19,,2,W,No Tide,21,15,4,1.847
Magallana gigas,19,,3,L,No Tide,21,15,4,3.072
Magallana gigas,19,,3,W,No Tide,21,15,4,1.932
Magallana gigas,19,,4,L,No Tide,21,15,4,3.216
Magallana gigas,19,,4,W,No Tide,21,15,4,1.557
Magallana gigas,19,,5,L,No Tide,21,15,4,2.609
Magallana gigas,19,,5,W,No Tide,21,15,4,1.946
Magallana gigas,19,,6,L,No Tide,21,15,4,2.392
Magallana gigas,19,,6,W,No Tide,21,15,4,1.892
Magallana gigas,19,,7,L,No Tide,21,15,4,2.555
Magallana gigas,19,,7,W,No Tide,21,15,4,1.758
Magallana gigas,19,,8,L,No Tide,21,15,4,2.814
Magallana gigas,19,,8,W,No Tide,21,15,4,1.838
Magallana gigas,19,,9,L,No Tide,21,15,4,3.121
Magallana gigas,19,,9,W,No Tide,21,15,4,1.594
Magallana gigas,19,,10,L,No Tide,21,15,4,2.726
Magallana gigas,19,,10,W,No Tide,21,15,4,1.676
Magallana gigas,19,,1,L,Tide,15,15,5,2.238
Magallana gigas,19,,1,W,Tide,15,15,5,1.759
Magallana gigas,19,,2,L,Tide,15,15,5,2.462
Magallana gigas,19,,2,W,Tide,15,15,5,1.739
Magallana gigas,19,,3,L,Tide,15,15,5,2.161
Magallana gigas,19,,3,W,Tide,15,15,5,1.474
Magallana gigas,19,,4,L,Tide,15,15,5,2.76
Magallana gigas,19,,4,W,Tide,15,15,5,1.803
Magallana gigas,19,,5,L,Tide,15,15,5,2.786
Magallana gigas,19,,5,W,Tide,15,15,5,1.663
Magallana gigas,19,,6,L,Tide,15,15,5,2.573
Magallana gigas,19,,6,W,Tide,15,15,5,1.802
Magallana gigas,19,,7,L,Tide,15,15,5,2.626
Magallana gigas,19,,7,W,Tide,15,15,5,1.702
Magallana gigas,19,,8,L,Tide,15,15,5,2.589
Magallana gigas,19,,8,W,Tide,15,15,5,1.807
Magallana gigas,19,,9,L,Tide,15,15,5,2.167
Magallana gigas,19,,9,W,Tide,15,15,5,1.537
Magallana gigas,19,,10,L,Tide,15,15,5,2.044
Magallana gigas,19,,10,W,Tide,15,15,5,1.479
Magallana gigas,19,,1,L,Tide,21,15,5,3.254
Magallana gigas,19,,1,W,Tide,21,15,5,1.63
Magallana gigas,19,,2,L,Tide,21,15,5,2.073
Magallana gigas,19,,2,W,Tide,21,15,5,1.61
Magallana gigas,19,,3,L,Tide,21,15,5,2.655
Magallana gigas,19,,3,W,Tide,21,15,5,2.183
Magallana gigas,19,,4,L,Tide,21,15,5,2.802
Magallana gigas,19,,4,W,Tide,21,15,5,1.922
Magallana gigas,19,,5,L,Tide,21,15,5,2.553
Magallana gigas,19,,5,W,Tide,21,15,5,1.57
Magallana gigas,19,,6,L,Tide,21,15,5,2.664
Magallana gigas,19,,6,W,Tide,21,15,5,1.909
Magallana gigas,19,,7,L,Tide,21,15,5,2.594
Magallana gigas,19,,7,W,Tide,21,15,5,1.637
Magallana gigas,19,,8,L,Tide,21,15,5,2.27
Magallana gigas,19,,8,W,Tide,21,15,5,2.021
Magallana gigas,19,,9,L,Tide,21,15,5,2.459
Magallana gigas,19,,9,W,Tide,21,15,5,2.073
Magallana gigas,19,,10,L,Tide,21,15,5,2.737
Magallana gigas,19,,10,W,Tide,21,15,5,1.771
Magallana gigas,19,,1,L,No Tide,15,15,5,3.438
Magallana gigas,19,,1,W,No Tide,15,15,5,2.279
Magallana gigas,19,,2,L,No Tide,15,15,5,3.19
Magallana gigas,19,,2,W,No Tide,15,15,5,1.854
Magallana gigas,19,,3,L,No Tide,15,15,5,2.754
Magallana gigas,19,,3,W,No Tide,15,15,5,1.82
Magallana gigas,19,,4,L,No Tide,15,15,5,2.837
Magallana gigas,19,,4,W,No Tide,15,15,5,1.73
Magallana gigas,19,,5,L,No Tide,15,15,5,2.691
Magallana gigas,19,,5,W,No Tide,15,15,5,1.872
Magallana gigas,19,,6,L,No Tide,15,15,5,2.307
Magallana gigas,19,,6,W,No Tide,15,15,5,1.841
Magallana gigas,19,,7,L,No Tide,15,15,5,2.996
Magallana gigas,19,,7,W,No Tide,15,15,5,1.816
Magallana gigas,19,,8,L,No Tide,15,15,5,3.395
Magallana gigas,19,,8,W,No Tide,15,15,5,1.885
Magallana gigas,19,,9,L,No Tide,15,15,5,3.419
Magallana gigas,19,,9,W,No Tide,15,15,5,2.471
Magallana gigas,19,,10,L,No Tide,15,15,5,2.801
Magallana gigas,19,,10,W,No Tide,15,15,5,1.387
Magallana gigas,19,,1,L,No Tide,21,15,5,2.678
Magallana gigas,19,,1,W,No Tide,21,15,5,1.854
Magallana gigas,19,,2,L,No Tide,21,15,5,2.623
Magallana gigas,19,,2,W,No Tide,21,15,5,1.738
Magallana gigas,19,,3,L,No Tide,21,15,5,2.526
Magallana gigas,19,,3,W,No Tide,21,15,5,1.978
Magallana gigas,19,,4,L,No Tide,21,15,5,2.66
Magallana gigas,19,,4,W,No Tide,21,15,5,2.152
Magallana gigas,19,,5,L,No Tide,21,15,5,3.405
Magallana gigas,19,,5,W,No Tide,21,15,5,2.02
Magallana gigas,19,,6,L,No Tide,21,15,5,2.801
Magallana gigas,19,,6,W,No Tide,21,15,5,1.785
Magallana gigas,19,,7,L,No Tide,21,15,5,3.001
Magallana gigas,19,,7,W,No Tide,21,15,5,2.255
Magallana gigas,19,,8,L,No Tide,21,15,5,3.216
Magallana gigas,19,,8,W,No Tide,21,15,5,2.639
Magallana gigas,19,,9,L,No Tide,21,15,5,3.062
Magallana gigas,19,,9,W,No Tide,21,15,5,2.185
Magallana gigas,19,,10,L,No Tide,21,15,5,2.921
Magallana gigas,19,,10,W,No Tide,21,15,5,1.717
Magallana gigas,19,,1,L,Tide,15,18,6,2.657
Magallana gigas,19,,1,W,Tide,15,18,6,1.565
Magallana gigas,19,,2,L,Tide,15,18,6,3.092
Magallana gigas,19,,2,W,Tide,15,18,6,2.086
Magallana gigas,19,,3,L,Tide,15,18,6,2.482
Magallana gigas,19,,3,W,Tide,15,18,6,1.797
Magallana gigas,19,,4,L,Tide,15,18,6,3.182
Magallana gigas,19,,4,W,Tide,15,18,6,1.744
Magallana gigas,19,,5,L,Tide,15,18,6,2.415
Magallana gigas,19,,5,W,Tide,15,18,6,2.189
Magallana gigas,19,,6,L,Tide,15,18,6,1.936
Magallana gigas,19,,6,W,Tide,15,18,6,2.01
Magallana gigas,19,,7,L,Tide,15,18,6,2.841
Magallana gigas,19,,7,W,Tide,15,18,6,1.801
Magallana gigas,19,,8,L,Tide,15,18,6,2.45
Magallana gigas,19,,8,W,Tide,15,18,6,1.658
Magallana gigas,19,,9,L,Tide,15,18,6,2.055
Magallana gigas,19,,9,W,Tide,15,18,6,1.649
Magallana gigas,19,,10,L,Tide,15,18,6,2.947
Magallana gigas,19,,10,W,Tide,15,18,6,1.7
Magallana gigas,19,,1,L,Tide,21,18,6,2.092
Magallana gigas,19,,1,W,Tide,21,18,6,1.846
Magallana gigas,19,,2,L,Tide,21,18,6,2.351
Magallana gigas,19,,2,W,Tide,21,18,6,2.054
Magallana gigas,19,,3,L,Tide,21,18,6,3.269
Magallana gigas,19,,3,W,Tide,21,18,6,1.631
Magallana gigas,19,,4,L,Tide,21,18,6,2.763
Magallana gigas,19,,4,W,Tide,21,18,6,1.744
Magallana gigas,19,,5,L,Tide,21,18,6,2.575
Magallana gigas,19,,5,W,Tide,21,18,6,1.736
Magallana gigas,19,,6,L,Tide,21,18,6,2.546
Magallana gigas,19,,6,W,Tide,21,18,6,1.65
Magallana gigas,19,,7,L,Tide,21,18,6,3.008
Magallana gigas,19,,7,W,Tide,21,18,6,1.638
Magallana gigas,19,,8,L,Tide,21,18,6,2.259
Magallana gigas,19,,8,W,Tide,21,18,6,1.844
Magallana gigas,19,,9,L,Tide,21,18,6,2.42
Magallana gigas,19,,9,W,Tide,21,18,6,1.711
Magallana gigas,19,,10,L,Tide,21,18,6,2.628
Magallana gigas,19,,10,W,Tide,21,18,6,1.86
Magallana gigas,19,,1,L,No Tide,15,18,6,2.926
Magallana gigas,19,,1,W,No Tide,15,18,6,2.131
Magallana gigas,19,,2,L,No Tide,15,18,6,2.25
Magallana gigas,19,,2,W,No Tide,15,18,6,1.845
Magallana gigas,19,,3,L,No Tide,15,18,6,3.344
Magallana gigas,19,,3,W,No Tide,15,18,6,2.314
Magallana gigas,19,,4,L,No Tide,15,18,6,3.103
Magallana gigas,19,,4,W,No Tide,15,18,6,1.839
Magallana gigas,19,,5,L,No Tide,15,18,6,2.21
Magallana gigas,19,,5,W,No Tide,15,18,6,2.083
Magallana gigas,19,,6,L,No Tide,15,18,6,2.733
Magallana gigas,19,,6,W,No Tide,15,18,6,1.781
Magallana gigas,19,,7,L,No Tide,15,18,6,2.569
Magallana gigas,19,,7,W,No Tide,15,18,6,1.856
Magallana gigas,19,,8,L,No Tide,15,18,6,3.031
Magallana gigas,19,,8,W,No Tide,15,18,6,1.824
Magallana gigas,19,,9,L,No Tide,15,18,6,2.686
Magallana gigas,19,,9,W,No Tide,15,18,6,2.05
Magallana gigas,19,,10,L,No Tide,15,18,6,2.391
Magallana gigas,19,,10,W,No Tide,15,18,6,2.047
Magallana gigas,19,,1,L,No Tide,21,18,6,3.128
Magallana gigas,19,,1,W,No Tide,21,18,6,1.753
Magallana gigas,19,,2,L,No Tide,21,18,6,3.709
Magallana gigas,19,,2,W,No Tide,21,18,6,1.864
Magallana gigas,19,,3,L,No Tide,21,18,6,2.36
Magallana gigas,19,,3,W,No Tide,21,18,6,1.776
Magallana gigas,19,,4,L,No Tide,21,18,6,3.104
Magallana gigas,19,,4,W,No Tide,21,18,6,1.822
Magallana gigas,19,,5,L,No Tide,21,18,6,3.601
Magallana gigas,19,,5,W,No Tide,21,18,6,2.028
Magallana gigas,19,,6,L,No Tide,21,18,6,3.392
