Species,SH_Temp,SH_Tide,MHW_Set,Tank,Oyster_Numb,Mortality,D_A,Experiment_Day,Date,,
C_sikamea,15,No Tide,15_21,1,36,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,1,37,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,1,38,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,1,39,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,1,40,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,41,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,42,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,43,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,44,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,45,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,46,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,47,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,48,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,49,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,50,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,51,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,52,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,53,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,54,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,55,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,56,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,57,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,58,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,59,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,60,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,61,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,62,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,63,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,64,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,65,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,66,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,67,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,68,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,69,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,70,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,71,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,72,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,73,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,74,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,75,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,76,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,77,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,78,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,79,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,1,80,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,1,1,Dead,12,3/7/2022,,
C_sikamea,15,No Tide,15_21,2,2,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,3,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,4,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,5,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,6,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,7,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,8,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,9,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,10,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,11,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,12,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,13,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,14,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,15,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,16,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,17,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,18,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,19,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,20,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,21,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,22,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,23,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,24,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,25,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,26,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,27,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,28,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,29,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,30,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,31,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,32,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,33,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,34,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,35,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,36,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,37,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,38,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,39,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,2,40,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,41,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,42,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,43,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,44,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,45,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,46,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,47,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,48,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,49,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,50,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,51,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,52,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,53,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,54,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,55,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,56,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,57,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,58,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,59,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,60,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,61,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,62,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,63,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,64,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,65,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,66,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,67,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,68,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,69,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,70,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,71,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,72,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,73,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,74,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,75,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,76,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,77,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,78,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,79,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,2,80,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,1,1,Dead,12,3/7/2022,,
C_sikamea,15,No Tide,15_21,3,2,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,3,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,4,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,5,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,6,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,7,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,8,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,9,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,10,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,11,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,12,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,13,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,14,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,15,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,16,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,17,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,18,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,19,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,20,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,21,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,22,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,23,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,24,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,25,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,26,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,27,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,28,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,29,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,30,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,31,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,32,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,33,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,34,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,35,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,36,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,37,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,38,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,39,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,3,40,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,41,1,Dead,9,3/7/2022,,
C_sikamea,15,No Tide,18_24,3,42,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,43,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,44,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,45,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,46,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,47,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,48,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,49,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,50,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,51,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,52,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,53,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,54,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,55,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,56,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,57,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,58,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,59,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,60,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,61,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,62,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,63,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,64,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,65,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,66,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,67,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,68,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,69,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,70,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,71,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,72,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,73,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,74,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,75,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,76,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,77,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,78,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,79,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,3,80,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,1,1,Dead,12,3/7/2022,,
C_sikamea,15,No Tide,15_21,4,2,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,3,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,4,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,5,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,6,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,7,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,8,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,9,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,10,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,11,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,12,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,13,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,14,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,15,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,16,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,17,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,18,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,19,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,20,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,21,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,22,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,23,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,24,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,25,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,26,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,27,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,28,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,29,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,30,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,31,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,32,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,33,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,34,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,35,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,36,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,37,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,38,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,39,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,4,40,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,41,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,42,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,43,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,44,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,45,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,46,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,47,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,48,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,49,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,50,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,51,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,52,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,53,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,54,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,55,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,56,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,57,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,58,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,59,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,60,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,61,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,62,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,63,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,64,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,65,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,66,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,67,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,68,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,69,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,70,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,71,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,72,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,73,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,74,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,75,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,76,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,77,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,78,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,79,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,4,80,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,1,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,2,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,3,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,4,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,5,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,6,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,7,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,8,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,9,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,10,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,11,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,12,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,13,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,14,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,15,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,16,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,17,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,18,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,19,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,20,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,21,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,22,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,23,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,24,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,25,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,26,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,27,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,28,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,29,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,30,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,31,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,32,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,33,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,34,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,35,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,36,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,37,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,38,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,39,0,Alive,NA,NA,,
C_sikamea,15,No Tide,15_21,5,40,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,41,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,42,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,43,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,44,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,45,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,46,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,47,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,48,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,49,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,50,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,51,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,52,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,53,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,54,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,55,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,56,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,57,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,58,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,59,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,60,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,61,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,62,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,63,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,64,0,Alive,NA,NA,,
C_sikamea,15,No Tide,18_24,5,65,0,Alive,NA,NA,,
