Species,Day,Date,Rep,L_W,SH_Tide,SH_Temp,MHW,Tank,Size_cm
Crassostrea sikamea,19,,6,W,Tide,15,15,3,1.74
Crassostrea sikamea,19,,7,L,Tide,15,15,3,2.597
Crassostrea sikamea,19,,7,W,Tide,15,15,3,2.147
Crassostrea sikamea,19,,8,L,Tide,15,15,3,2.406
Crassostrea sikamea,19,,8,W,Tide,15,15,3,1.884
Crassostrea sikamea,19,,9,L,Tide,15,15,3,2.076
Crassostrea sikamea,19,,9,W,Tide,15,15,3,1.803
Crassostrea sikamea,19,,10,L,Tide,15,15,3,2.896
Crassostrea sikamea,19,,10,W,Tide,15,15,3,1.977
Crassostrea sikamea,19,,1,L,Tide,21,15,3,2.531
Crassostrea sikamea,19,,1,W,Tide,21,15,3,1.888
Crassostrea sikamea,19,,2,L,Tide,21,15,3,2.888
Crassostrea sikamea,19,,2,W,Tide,21,15,3,1.979
Crassostrea sikamea,19,,3,L,Tide,21,15,3,2.808
Crassostrea sikamea,19,,3,W,Tide,21,15,3,1.876
Crassostrea sikamea,19,,4,L,Tide,21,15,3,2.955
Crassostrea sikamea,19,,4,W,Tide,21,15,3,1.815
Crassostrea sikamea,19,,5,L,Tide,21,15,3,2.646
Crassostrea sikamea,19,,5,W,Tide,21,15,3,1.738
Crassostrea sikamea,19,,6,L,Tide,21,15,3,2.85
Crassostrea sikamea,19,,6,W,Tide,21,15,3,2.134
Crassostrea sikamea,19,,7,L,Tide,21,15,3,2.817
Crassostrea sikamea,19,,7,W,Tide,21,15,3,1.87
Crassostrea sikamea,19,,8,L,Tide,21,15,3,2.765
Crassostrea sikamea,19,,8,W,Tide,21,15,3,1.94
Crassostrea sikamea,19,,9,L,Tide,21,15,3,2.377
Crassostrea sikamea,19,,9,W,Tide,21,15,3,1.649
Crassostrea sikamea,19,,10,L,Tide,21,15,3,NA
Crassostrea sikamea,19,,10,W,Tide,21,15,3,NA
Crassostrea sikamea,19,,1,L,No Tide,15,15,3,2.356
Crassostrea sikamea,19,,1,W,No Tide,15,15,3,1.585
Crassostrea sikamea,19,,2,L,No Tide,15,15,3,2.613
Crassostrea sikamea,19,,2,W,No Tide,15,15,3,2.034
Crassostrea sikamea,19,,3,L,No Tide,15,15,3,3.454
Crassostrea sikamea,19,,3,W,No Tide,15,15,3,2.363
Crassostrea sikamea,19,,4,L,No Tide,15,15,3,2.496
Crassostrea sikamea,19,,4,W,No Tide,15,15,3,1.753
Crassostrea sikamea,19,,5,L,No Tide,15,15,3,2.02
Crassostrea sikamea,19,,5,W,No Tide,15,15,3,1.823
Crassostrea sikamea,19,,6,L,No Tide,15,15,3,2.223
Crassostrea sikamea,19,,6,W,No Tide,15,15,3,2.256
Crassostrea sikamea,19,,7,L,No Tide,15,15,3,2.937
Crassostrea sikamea,19,,7,W,No Tide,15,15,3,1.924
Crassostrea sikamea,19,,8,L,No Tide,15,15,3,2.663
Crassostrea sikamea,19,,8,W,No Tide,15,15,3,1.847
Crassostrea sikamea,19,,9,L,No Tide,15,15,3,3.024
Crassostrea sikamea,19,,9,W,No Tide,15,15,3,1.979
Crassostrea sikamea,19,,10,L,No Tide,15,15,3,2.583
Crassostrea sikamea,19,,10,W,No Tide,15,15,3,2.059
Crassostrea sikamea,19,,1,L,No Tide,21,15,3,2.477
Crassostrea sikamea,19,,1,W,No Tide,21,15,3,2.027
Crassostrea sikamea,19,,2,L,No Tide,21,15,3,2.277
Crassostrea sikamea,19,,2,W,No Tide,21,15,3,2.374
Crassostrea sikamea,19,,3,L,No Tide,21,15,3,2.629
Crassostrea sikamea,19,,3,W,No Tide,21,15,3,1.938
Crassostrea sikamea,19,,4,L,No Tide,21,15,3,2.567
Crassostrea sikamea,19,,4,W,No Tide,21,15,3,1.745
Crassostrea sikamea,19,,5,L,No Tide,21,15,3,2.793
Crassostrea sikamea,19,,5,W,No Tide,21,15,3,1.847
Crassostrea sikamea,19,,6,L,No Tide,21,15,3,2.564
Crassostrea sikamea,19,,6,W,No Tide,21,15,3,2.014
Crassostrea sikamea,19,,7,L,No Tide,21,15,3,2.899
Crassostrea sikamea,19,,7,W,No Tide,21,15,3,2.089
Crassostrea sikamea,19,,8,L,No Tide,21,15,3,2.671
Crassostrea sikamea,19,,8,W,No Tide,21,15,3,1.65
Crassostrea sikamea,19,,9,L,No Tide,21,15,3,2.419
Crassostrea sikamea,19,,9,W,No Tide,21,15,3,1.957
Crassostrea sikamea,19,,10,L,No Tide,21,15,3,3.008
Crassostrea sikamea,19,,10,W,No Tide,21,15,3,1.889
Crassostrea sikamea,19,,1,L,Tide,15,15,4,2.815
Crassostrea sikamea,19,,1,W,Tide,15,15,4,1.799
Crassostrea sikamea,19,,2,L,Tide,15,15,4,2.858
Crassostrea sikamea,19,,2,W,Tide,15,15,4,1.99
Crassostrea sikamea,19,,3,L,Tide,15,15,4,1.873
Crassostrea sikamea,19,,3,W,Tide,15,15,4,1.648
Crassostrea sikamea,19,,4,L,Tide,15,15,4,2.683
Crassostrea sikamea,19,,4,W,Tide,15,15,4,1.726
Crassostrea sikamea,19,,5,L,Tide,15,15,4,2.565
Crassostrea sikamea,19,,5,W,Tide,15,15,4,1.587
Crassostrea sikamea,19,,6,L,Tide,15,15,4,1.967
Crassostrea sikamea,19,,6,W,Tide,15,15,4,1.814
Crassostrea sikamea,19,,7,L,Tide,15,15,4,2.305
Crassostrea sikamea,19,,7,W,Tide,15,15,4,1.875
Crassostrea sikamea,19,,8,L,Tide,15,15,4,2.503
Crassostrea sikamea,19,,8,W,Tide,15,15,4,1.859
Crassostrea sikamea,19,,9,L,Tide,15,15,4,2.388
Crassostrea sikamea,19,,9,W,Tide,15,15,4,1.786
Crassostrea sikamea,19,,10,L,Tide,15,15,4,NA
Crassostrea sikamea,19,,10,W,Tide,15,15,4,NA
Crassostrea sikamea,19,,1,L,Tide,21,15,4,2.759
Crassostrea sikamea,19,,1,W,Tide,21,15,4,1.608
Crassostrea sikamea,19,,2,L,Tide,21,15,4,2.17
Crassostrea sikamea,19,,2,W,Tide,21,15,4,1.763
Crassostrea sikamea,19,,3,L,Tide,21,15,4,2.386
Crassostrea sikamea,19,,3,W,Tide,21,15,4,1.719
Crassostrea sikamea,19,,4,L,Tide,21,15,4,2.043
Crassostrea sikamea,19,,4,W,Tide,21,15,4,1.381
Crassostrea sikamea,19,,5,L,Tide,21,15,4,2.464
Crassostrea sikamea,19,,5,W,Tide,21,15,4,1.889
Crassostrea sikamea,19,,6,L,Tide,21,15,4,2.787
Crassostrea sikamea,19,,6,W,Tide,21,15,4,1.835
Crassostrea sikamea,19,,7,L,Tide,21,15,4,2.45
Crassostrea sikamea,19,,7,W,Tide,21,15,4,1.556
Crassostrea sikamea,19,,8,L,Tide,21,15,4,2.439
Crassostrea sikamea,19,,8,W,Tide,21,15,4,1.882
Crassostrea sikamea,19,,9,L,Tide,21,15,4,2.784
Crassostrea sikamea,19,,9,W,Tide,21,15,4,1.904
Crassostrea sikamea,19,,10,L,Tide,21,15,4,NA
Crassostrea sikamea,19,,10,W,Tide,21,15,4,NA
Crassostrea sikamea,19,,1,L,No Tide,15,15,4,3.214
Crassostrea sikamea,19,,1,W,No Tide,15,15,4,1.815
Crassostrea sikamea,19,,2,L,No Tide,15,15,4,2.728
Crassostrea sikamea,19,,2,W,No Tide,15,15,4,1.814
Crassostrea sikamea,19,,3,L,No Tide,15,15,4,2.451
Crassostrea sikamea,19,,3,W,No Tide,15,15,4,1.581
Crassostrea sikamea,19,,4,L,No Tide,15,15,4,2.199
Crassostrea sikamea,19,,4,W,No Tide,15,15,4,1.647
Crassostrea sikamea,19,,5,L,No Tide,15,15,4,2.372
Crassostrea sikamea,19,,5,W,No Tide,15,15,4,1.932
Crassostrea sikamea,19,,6,L,No Tide,15,15,4,2.479
Crassostrea sikamea,19,,6,W,No Tide,15,15,4,1.746
Crassostrea sikamea,19,,7,L,No Tide,15,15,4,2.667
Crassostrea sikamea,19,,7,W,No Tide,15,15,4,1.943
Crassostrea sikamea,19,,8,L,No Tide,15,15,4,2.798
Crassostrea sikamea,19,,8,W,No Tide,15,15,4,1.731
Crassostrea sikamea,19,,9,L,No Tide,15,15,4,2.965
Crassostrea sikamea,19,,9,W,No Tide,15,15,4,1.794
Crassostrea sikamea,19,,10,L,No Tide,15,15,4,2.625
Crassostrea sikamea,19,,10,W,No Tide,15,15,4,1.931
Crassostrea sikamea,19,,1,L,No Tide,21,15,4,2.234
Crassostrea sikamea,19,,1,W,No Tide,21,15,4,1.523
Crassostrea sikamea,19,,2,L,No Tide,21,15,4,2.769
Crassostrea sikamea,19,,2,W,No Tide,21,15,4,1.994
Crassostrea sikamea,19,,3,L,No Tide,21,15,4,2.722
Crassostrea sikamea,19,,3,W,No Tide,21,15,4,1.754
Crassostrea sikamea,19,,4,L,No Tide,21,15,4,2.996
Crassostrea sikamea,19,,4,W,No Tide,21,15,4,1.764
Crassostrea sikamea,19,,5,L,No Tide,21,15,4,2.802
Crassostrea sikamea,19,,5,W,No Tide,21,15,4,1.908
Crassostrea sikamea,19,,6,L,No Tide,21,15,4,2.929
Crassostrea sikamea,19,,6,W,No Tide,21,15,4,1.795
Crassostrea sikamea,19,,7,L,No Tide,21,15,4,3.463
Crassostrea sikamea,19,,7,W,No Tide,21,15,4,1.946
Crassostrea sikamea,19,,8,L,No Tide,21,15,4,2.592
Crassostrea sikamea,19,,8,W,No Tide,21,15,4,1.279
Crassostrea sikamea,19,,9,L,No Tide,21,15,4,2.463
Crassostrea sikamea,19,,9,W,No Tide,21,15,4,2.102
Crassostrea sikamea,19,,10,L,No Tide,21,15,4,NA
Crassostrea sikamea,19,,10,W,No Tide,21,15,4,NA
Crassostrea sikamea,19,,1,L,Tide,15,15,5,3.153
Crassostrea sikamea,19,,1,W,Tide,15,15,5,1.964
Crassostrea sikamea,19,,2,L,Tide,15,15,5,2.811
Crassostrea sikamea,19,,2,W,Tide,15,15,5,1.736
Crassostrea sikamea,19,,3,L,Tide,15,15,5,2.346
Crassostrea sikamea,19,,3,W,Tide,15,15,5,1.847
Crassostrea sikamea,19,,4,L,Tide,15,15,5,3.101
Crassostrea sikamea,19,,4,W,Tide,15,15,5,1.934
Crassostrea sikamea,19,,5,L,Tide,15,15,5,2.403
Crassostrea sikamea,19,,5,W,Tide,15,15,5,2.042
Crassostrea sikamea,19,,6,L,Tide,15,15,5,2.639
Crassostrea sikamea,19,,6,W,Tide,15,15,5,1.93
Crassostrea sikamea,19,,7,L,Tide,15,15,5,2.226
Crassostrea sikamea,19,,7,W,Tide,15,15,5,1.806
Crassostrea sikamea,19,,8,L,Tide,15,15,5,2.291
Crassostrea sikamea,19,,8,W,Tide,15,15,5,1.694
Crassostrea sikamea,19,,9,L,Tide,15,15,5,2.568
Crassostrea sikamea,19,,9,W,Tide,15,15,5,1.627
Crassostrea sikamea,19,,10,L,Tide,15,15,5,2.799
Crassostrea sikamea,19,,10,W,Tide,15,15,5,2.041
Crassostrea sikamea,19,,1,L,Tide,21,15,5,2.922
Crassostrea sikamea,19,,1,W,Tide,21,15,5,1.875
Crassostrea sikamea,19,,2,L,Tide,21,15,5,2.027
Crassostrea sikamea,19,,2,W,Tide,21,15,5,1.209
Crassostrea sikamea,19,,3,L,Tide,21,15,5,3.169
Crassostrea sikamea,19,,3,W,Tide,21,15,5,1.879
Crassostrea sikamea,19,,4,L,Tide,21,15,5,2.389
Crassostrea sikamea,19,,4,W,Tide,21,15,5,1.544
Crassostrea sikamea,19,,5,L,Tide,21,15,5,2.472
Crassostrea sikamea,19,,5,W,Tide,21,15,5,1.797
Crassostrea sikamea,19,,6,L,Tide,21,15,5,2.623
Crassostrea sikamea,19,,6,W,Tide,21,15,5,2.015
Crassostrea sikamea,19,,7,L,Tide,21,15,5,2.729
Crassostrea sikamea,19,,7,W,Tide,21,15,5,1.876
Crassostrea sikamea,19,,8,L,Tide,21,15,5,2.588
Crassostrea sikamea,19,,8,W,Tide,21,15,5,2.172
Crassostrea sikamea,19,,9,L,Tide,21,15,5,NA
Crassostrea sikamea,19,,9,W,Tide,21,15,5,NA
Crassostrea sikamea,19,,10,L,Tide,21,15,5,NA
Crassostrea sikamea,19,,10,W,Tide,21,15,5,NA
Crassostrea sikamea,19,,1,L,No Tide,15,15,5,2.951
Crassostrea sikamea,19,,1,W,No Tide,15,15,5,1.926
Crassostrea sikamea,19,,2,L,No Tide,15,15,5,2.39
Crassostrea sikamea,19,,2,W,No Tide,15,15,5,1.735
Crassostrea sikamea,19,,3,L,No Tide,15,15,5,2.922
Crassostrea sikamea,19,,3,W,No Tide,15,15,5,1.935
Crassostrea sikamea,19,,4,L,No Tide,15,15,5,2.995
Crassostrea sikamea,19,,4,W,No Tide,15,15,5,1.852
Crassostrea sikamea,19,,5,L,No Tide,15,15,5,2.555
Crassostrea sikamea,19,,5,W,No Tide,15,15,5,1.751
Crassostrea sikamea,19,,6,L,No Tide,15,15,5,2.63
Crassostrea sikamea,19,,6,W,No Tide,15,15,5,1.707
Crassostrea sikamea,19,,7,L,No Tide,15,15,5,2.707
Crassostrea sikamea,19,,7,W,No Tide,15,15,5,1.858
Crassostrea sikamea,19,,8,L,No Tide,15,15,5,2.18
Crassostrea sikamea,19,,8,W,No Tide,15,15,5,1.68
Crassostrea sikamea,19,,9,L,No Tide,15,15,5,3.039
Crassostrea sikamea,19,,9,W,No Tide,15,15,5,1.933
Crassostrea sikamea,19,,10,L,No Tide,15,15,5,2.863
Crassostrea sikamea,19,,10,W,No Tide,15,15,5,1.897
Crassostrea sikamea,19,,1,L,No Tide,21,15,5,3.154
Crassostrea sikamea,19,,1,W,No Tide,21,15,5,2.139
Crassostrea sikamea,19,,2,L,No Tide,21,15,5,2.878
Crassostrea sikamea,19,,2,W,No Tide,21,15,5,1.772
Crassostrea sikamea,19,,3,L,No Tide,21,15,5,2.675
Crassostrea sikamea,19,,3,W,No Tide,21,15,5,1.78
Crassostrea sikamea,19,,4,L,No Tide,21,15,5,3.291
Crassostrea sikamea,19,,4,W,No Tide,21,15,5,2.069
Crassostrea sikamea,19,,5,L,No Tide,21,15,5,3.268
Crassostrea sikamea,19,,5,W,No Tide,21,15,5,1.916
Crassostrea sikamea,19,,6,L,No Tide,21,15,5,2.337
Crassostrea sikamea,19,,6,W,No Tide,21,15,5,1.667
Crassostrea sikamea,19,,7,L,No Tide,21,15,5,2.764
Crassostrea sikamea,19,,7,W,No Tide,21,15,5,1.68
Crassostrea sikamea,19,,8,L,No Tide,21,15,5,2.583
Crassostrea sikamea,19,,8,W,No Tide,21,15,5,1.794
Crassostrea sikamea,19,,9,L,No Tide,21,15,5,3.092
Crassostrea sikamea,19,,9,W,No Tide,21,15,5,1.708
Crassostrea sikamea,19,,10,L,No Tide,21,15,5,2.806
Crassostrea sikamea,19,,10,W,No Tide,21,15,5,2.058
Crassostrea sikamea,19,,1,L,Tide,15,18,6,2.922
Crassostrea sikamea,19,,1,W,Tide,15,18,6,1.848
Crassostrea sikamea,19,,2,L,Tide,15,18,6,2.854
Crassostrea sikamea,19,,2,W,Tide,15,18,6,1.876
Crassostrea sikamea,19,,3,L,Tide,15,18,6,2.583
Crassostrea sikamea,19,,3,W,Tide,15,18,6,1.95
Crassostrea sikamea,19,,4,L,Tide,15,18,6,3.019
Crassostrea sikamea,19,,4,W,Tide,15,18,6,2.059
Crassostrea sikamea,19,,5,L,Tide,15,18,6,2.395
Crassostrea sikamea,19,,5,W,Tide,15,18,6,1.548
Crassostrea sikamea,19,,6,L,Tide,15,18,6,2.268
Crassostrea sikamea,19,,6,W,Tide,15,18,6,1.606
Crassostrea sikamea,19,,7,L,Tide,15,18,6,2.146
Crassostrea sikamea,19,,7,W,Tide,15,18,6,1.726
Crassostrea sikamea,19,,8,L,Tide,15,18,6,2.576
Crassostrea sikamea,19,,8,W,Tide,15,18,6,1.724
Crassostrea sikamea,19,,9,L,Tide,15,18,6,2.953
Crassostrea sikamea,19,,9,W,Tide,15,18,6,1.684
Crassostrea sikamea,19,,10,L,Tide,15,18,6,NA
Crassostrea sikamea,19,,10,W,Tide,15,18,6,NA
Crassostrea sikamea,19,,1,L,Tide,21,18,6,2.387
Crassostrea sikamea,19,,1,W,Tide,21,18,6,1.555
Crassostrea sikamea,19,,2,L,Tide,21,18,6,2.76
Crassostrea sikamea,19,,2,W,Tide,21,18,6,1.665
Crassostrea sikamea,19,,3,L,Tide,21,18,6,2.4
Crassostrea sikamea,19,,3,W,Tide,21,18,6,1.725
Crassostrea sikamea,19,,4,L,Tide,21,18,6,2.697
Crassostrea sikamea,19,,4,W,Tide,21,18,6,1.66
Crassostrea sikamea,19,,5,L,Tide,21,18,6,2.732
