Species,SH_Temp,SH_Tide,MHW,Tank,Oyster_Numb,Mortality,D_A
O_lurida,21,Tide,15,2,18,0,Alive
O_lurida,21,Tide,15,2,19,0,Alive
O_lurida,21,Tide,15,2,20,0,Alive
O_lurida,21,No Tide,15,2,1,0,Alive
O_lurida,21,No Tide,15,2,2,0,Alive
O_lurida,21,No Tide,15,2,3,0,Alive
O_lurida,21,No Tide,15,2,4,0,Alive
O_lurida,21,No Tide,15,2,5,0,Alive
O_lurida,21,No Tide,15,2,6,0,Alive
O_lurida,21,No Tide,15,2,7,0,Alive
O_lurida,21,No Tide,15,2,8,0,Alive
O_lurida,21,No Tide,15,2,9,0,Alive
O_lurida,21,No Tide,15,2,10,0,Alive
O_lurida,21,No Tide,15,2,11,0,Alive
O_lurida,21,No Tide,15,2,12,0,Alive
O_lurida,21,No Tide,15,2,13,0,Alive
O_lurida,21,No Tide,15,2,14,0,Alive
O_lurida,21,No Tide,15,2,15,0,Alive
O_lurida,21,No Tide,15,2,16,0,Alive
O_lurida,21,No Tide,15,2,17,0,Alive
O_lurida,21,No Tide,15,2,18,0,Alive
O_lurida,21,No Tide,15,2,19,0,Alive
O_lurida,21,No Tide,15,2,20,0,Alive
O_lurida,15,No Tide,15,3,1,0,Alive
O_lurida,15,No Tide,15,3,2,0,Alive
O_lurida,15,No Tide,15,3,3,0,Alive
O_lurida,15,No Tide,15,3,4,0,Alive
O_lurida,15,No Tide,15,3,5,0,Alive
O_lurida,15,No Tide,15,3,6,0,Alive
O_lurida,15,No Tide,15,3,7,0,Alive
O_lurida,15,No Tide,15,3,8,0,Alive
O_lurida,15,No Tide,15,3,9,0,Alive
O_lurida,15,No Tide,15,3,10,0,Alive
O_lurida,15,No Tide,15,3,11,0,Alive
O_lurida,15,No Tide,15,3,12,0,Alive
O_lurida,15,No Tide,15,3,13,0,Alive
O_lurida,15,No Tide,15,3,14,0,Alive
O_lurida,15,No Tide,15,3,15,0,Alive
O_lurida,15,No Tide,15,3,16,0,Alive
O_lurida,15,No Tide,15,3,17,0,Alive
O_lurida,15,No Tide,15,3,18,0,Alive
O_lurida,15,No Tide,15,3,19,0,Alive
O_lurida,15,No Tide,15,3,20,0,Alive
O_lurida,15,Tide,15,3,1,0,Alive
O_lurida,15,Tide,15,3,2,0,Alive
O_lurida,15,Tide,15,3,3,0,Alive
O_lurida,15,Tide,15,3,4,0,Alive
O_lurida,15,Tide,15,3,5,0,Alive
O_lurida,15,Tide,15,3,6,0,Alive
O_lurida,15,Tide,15,3,7,0,Alive
O_lurida,15,Tide,15,3,8,0,Alive
O_lurida,15,Tide,15,3,9,0,Alive
O_lurida,15,Tide,15,3,10,0,Alive
O_lurida,15,Tide,15,3,11,0,Alive
O_lurida,15,Tide,15,3,12,0,Alive
O_lurida,15,Tide,15,3,13,0,Alive
O_lurida,15,Tide,15,3,14,0,Alive
O_lurida,15,Tide,15,3,15,0,Alive
O_lurida,15,Tide,15,3,16,0,Alive
O_lurida,15,Tide,15,3,17,0,Alive
O_lurida,15,Tide,15,3,18,0,Alive
O_lurida,15,Tide,15,3,19,0,Alive
O_lurida,15,Tide,15,3,20,0,Alive
O_lurida,21,Tide,15,3,1,0,Alive
O_lurida,21,Tide,15,3,2,0,Alive
O_lurida,21,Tide,15,3,3,0,Alive
O_lurida,21,Tide,15,3,4,0,Alive
O_lurida,21,Tide,15,3,5,0,Alive
O_lurida,21,Tide,15,3,6,0,Alive
O_lurida,21,Tide,15,3,7,0,Alive
O_lurida,21,Tide,15,3,8,0,Alive
O_lurida,21,Tide,15,3,9,0,Alive
O_lurida,21,Tide,15,3,10,0,Alive
O_lurida,21,Tide,15,3,11,0,Alive
O_lurida,21,Tide,15,3,12,0,Alive
O_lurida,21,Tide,15,3,13,0,Alive
O_lurida,21,Tide,15,3,14,0,Alive
O_lurida,21,Tide,15,3,15,0,Alive
O_lurida,21,Tide,15,3,16,0,Alive
O_lurida,21,Tide,15,3,17,0,Alive
O_lurida,21,Tide,15,3,18,0,Alive
O_lurida,21,Tide,15,3,19,0,Alive
O_lurida,21,Tide,15,3,20,0,Alive
O_lurida,21,No Tide,15,3,1,0,Alive
O_lurida,21,No Tide,15,3,2,0,Alive
O_lurida,21,No Tide,15,3,3,0,Alive
O_lurida,21,No Tide,15,3,4,0,Alive
O_lurida,21,No Tide,15,3,5,0,Alive
O_lurida,21,No Tide,15,3,6,0,Alive
O_lurida,21,No Tide,15,3,7,0,Alive
O_lurida,21,No Tide,15,3,8,0,Alive
O_lurida,21,No Tide,15,3,9,0,Alive
O_lurida,21,No Tide,15,3,10,0,Alive
O_lurida,21,No Tide,15,3,11,0,Alive
O_lurida,21,No Tide,15,3,12,0,Alive
O_lurida,21,No Tide,15,3,13,0,Alive
O_lurida,21,No Tide,15,3,14,0,Alive
O_lurida,21,No Tide,15,3,15,0,Alive
O_lurida,21,No Tide,15,3,16,0,Alive
O_lurida,21,No Tide,15,3,17,0,Alive
O_lurida,21,No Tide,15,3,18,0,Alive
O_lurida,21,No Tide,15,3,19,0,Alive
O_lurida,21,No Tide,15,3,20,0,Alive
O_lurida,15,No Tide,15,4,1,0,Alive
O_lurida,15,No Tide,15,4,2,0,Alive
O_lurida,15,No Tide,15,4,3,0,Alive
O_lurida,15,No Tide,15,4,4,0,Alive
O_lurida,15,No Tide,15,4,5,0,Alive
O_lurida,15,No Tide,15,4,6,0,Alive
O_lurida,15,No Tide,15,4,7,0,Alive
O_lurida,15,No Tide,15,4,8,0,Alive
O_lurida,15,No Tide,15,4,9,0,Alive
O_lurida,15,No Tide,15,4,10,0,Alive
O_lurida,15,No Tide,15,4,11,0,Alive
O_lurida,15,No Tide,15,4,12,0,Alive
O_lurida,15,No Tide,15,4,13,0,Alive
O_lurida,15,No Tide,15,4,14,0,Alive
O_lurida,15,No Tide,15,4,15,0,Alive
O_lurida,15,No Tide,15,4,16,0,Alive
O_lurida,15,No Tide,15,4,17,0,Alive
O_lurida,15,No Tide,15,4,18,0,Alive
O_lurida,15,No Tide,15,4,19,0,Alive
O_lurida,15,No Tide,15,4,20,0,Alive
O_lurida,15,Tide,15,4,1,0,Alive
O_lurida,15,Tide,15,4,2,0,Alive
O_lurida,15,Tide,15,4,3,0,Alive
O_lurida,15,Tide,15,4,4,0,Alive
O_lurida,15,Tide,15,4,5,0,Alive
O_lurida,15,Tide,15,4,6,0,Alive
O_lurida,15,Tide,15,4,7,0,Alive
O_lurida,15,Tide,15,4,8,0,Alive
O_lurida,15,Tide,15,4,9,0,Alive
O_lurida,15,Tide,15,4,10,0,Alive
O_lurida,15,Tide,15,4,11,0,Alive
O_lurida,15,Tide,15,4,12,0,Alive
O_lurida,15,Tide,15,4,13,0,Alive
O_lurida,15,Tide,15,4,14,0,Alive
O_lurida,15,Tide,15,4,15,0,Alive
O_lurida,15,Tide,15,4,16,0,Alive
O_lurida,15,Tide,15,4,17,0,Alive
O_lurida,15,Tide,15,4,18,0,Alive
O_lurida,15,Tide,15,4,19,0,Alive
O_lurida,15,Tide,15,4,20,0,Alive
O_lurida,21,Tide,15,4,1,0,Alive
O_lurida,21,Tide,15,4,2,0,Alive
O_lurida,21,Tide,15,4,3,0,Alive
O_lurida,21,Tide,15,4,4,0,Alive
O_lurida,21,Tide,15,4,5,0,Alive
O_lurida,21,Tide,15,4,6,0,Alive
O_lurida,21,Tide,15,4,7,0,Alive
O_lurida,21,Tide,15,4,8,0,Alive
O_lurida,21,Tide,15,4,9,0,Alive
O_lurida,21,Tide,15,4,10,0,Alive
O_lurida,21,Tide,15,4,11,0,Alive
O_lurida,21,Tide,15,4,12,0,Alive
O_lurida,21,Tide,15,4,13,0,Alive
O_lurida,21,Tide,15,4,14,0,Alive
O_lurida,21,Tide,15,4,15,0,Alive
O_lurida,21,Tide,15,4,16,0,Alive
O_lurida,21,Tide,15,4,17,0,Alive
O_lurida,21,Tide,15,4,18,0,Alive
O_lurida,21,Tide,15,4,19,0,Alive
O_lurida,21,Tide,15,4,20,0,Alive
O_lurida,21,No Tide,15,4,1,0,Alive
O_lurida,21,No Tide,15,4,2,0,Alive
O_lurida,21,No Tide,15,4,3,0,Alive
O_lurida,21,No Tide,15,4,4,0,Alive
O_lurida,21,No Tide,15,4,5,0,Alive
O_lurida,21,No Tide,15,4,6,0,Alive
O_lurida,21,No Tide,15,4,7,0,Alive
O_lurida,21,No Tide,15,4,8,0,Alive
O_lurida,21,No Tide,15,4,9,0,Alive
O_lurida,21,No Tide,15,4,10,0,Alive
O_lurida,21,No Tide,15,4,11,0,Alive
O_lurida,21,No Tide,15,4,12,0,Alive
O_lurida,21,No Tide,15,4,13,0,Alive
O_lurida,21,No Tide,15,4,14,0,Alive
O_lurida,21,No Tide,15,4,15,0,Alive
O_lurida,21,No Tide,15,4,16,0,Alive
O_lurida,21,No Tide,15,4,17,0,Alive
O_lurida,21,No Tide,15,4,18,0,Alive
O_lurida,21,No Tide,15,4,19,0,Alive
O_lurida,21,No Tide,15,4,20,0,Alive
O_lurida,15,No Tide,15,5,1,0,Alive
O_lurida,15,No Tide,15,5,2,0,Alive
O_lurida,15,No Tide,15,5,3,0,Alive
O_lurida,15,No Tide,15,5,4,0,Alive
O_lurida,15,No Tide,15,5,5,0,Alive
O_lurida,15,No Tide,15,5,6,0,Alive
O_lurida,15,No Tide,15,5,7,0,Alive
O_lurida,15,No Tide,15,5,8,0,Alive
O_lurida,15,No Tide,15,5,9,0,Alive
O_lurida,15,No Tide,15,5,10,0,Alive
O_lurida,15,No Tide,15,5,11,0,Alive
O_lurida,15,No Tide,15,5,12,0,Alive
O_lurida,15,No Tide,15,5,13,0,Alive
O_lurida,15,No Tide,15,5,14,0,Alive
O_lurida,15,No Tide,15,5,15,0,Alive
O_lurida,15,No Tide,15,5,16,0,Alive
O_lurida,15,No Tide,15,5,17,0,Alive
O_lurida,15,No Tide,15,5,18,0,Alive
O_lurida,15,No Tide,15,5,19,0,Alive
O_lurida,15,No Tide,15,5,20,0,Alive
O_lurida,15,Tide,15,5,1,0,Alive
O_lurida,15,Tide,15,5,2,0,Alive
O_lurida,15,Tide,15,5,3,0,Alive
O_lurida,15,Tide,15,5,4,0,Alive
O_lurida,15,Tide,15,5,5,0,Alive
O_lurida,15,Tide,15,5,6,0,Alive
O_lurida,15,Tide,15,5,7,0,Alive
O_lurida,15,Tide,15,5,8,0,Alive
O_lurida,15,Tide,15,5,9,0,Alive
O_lurida,15,Tide,15,5,10,0,Alive
O_lurida,15,Tide,15,5,11,0,Alive
O_lurida,15,Tide,15,5,12,0,Alive
O_lurida,15,Tide,15,5,13,0,Alive
O_lurida,15,Tide,15,5,14,0,Alive
O_lurida,15,Tide,15,5,15,0,Alive
O_lurida,15,Tide,15,5,16,0,Alive
O_lurida,15,Tide,15,5,17,0,Alive
O_lurida,15,Tide,15,5,18,0,Alive
O_lurida,15,Tide,15,5,19,0,Alive
O_lurida,15,Tide,15,5,20,0,Alive
O_lurida,21,Tide,15,5,1,0,Alive
O_lurida,21,Tide,15,5,2,0,Alive
O_lurida,21,Tide,15,5,3,0,Alive
O_lurida,21,Tide,15,5,4,0,Alive
O_lurida,21,Tide,15,5,5,0,Alive
O_lurida,21,Tide,15,5,6,0,Alive
O_lurida,21,Tide,15,5,7,0,Alive
O_lurida,21,Tide,15,5,8,0,Alive
O_lurida,21,Tide,15,5,9,0,Alive
O_lurida,21,Tide,15,5,10,0,Alive
O_lurida,21,Tide,15,5,11,0,Alive
O_lurida,21,Tide,15,5,12,0,Alive
O_lurida,21,Tide,15,5,13,0,Alive
O_lurida,21,Tide,15,5,14,0,Alive
O_lurida,21,Tide,15,5,15,0,Alive
O_lurida,21,Tide,15,5,16,0,Alive
O_lurida,21,Tide,15,5,17,0,Alive
O_lurida,21,Tide,15,5,18,0,Alive
O_lurida,21,Tide,15,5,19,0,Alive
O_lurida,21,Tide,15,5,20,0,Alive
O_lurida,21,No Tide,15,5,1,0,Alive
O_lurida,21,No Tide,15,5,2,0,Alive
O_lurida,21,No Tide,15,5,3,0,Alive
O_lurida,21,No Tide,15,5,4,0,Alive
O_lurida,21,No Tide,15,5,5,0,Alive
O_lurida,21,No Tide,15,5,6,0,Alive
O_lurida,21,No Tide,15,5,7,0,Alive
O_lurida,21,No Tide,15,5,8,0,Alive
O_lurida,21,No Tide,15,5,9,0,Alive
O_lurida,21,No Tide,15,5,10,0,Alive
O_lurida,21,No Tide,15,5,11,0,Alive
O_lurida,21,No Tide,15,5,12,0,Alive
O_lurida,21,No Tide,15,5,13,0,Alive
O_lurida,21,No Tide,15,5,14,0,Alive
O_lurida,21,No Tide,15,5,15,0,Alive
O_lurida,21,No Tide,15,5,16,0,Alive
O_lurida,21,No Tide,15,5,17,0,Alive
O_lurida,21,No Tide,15,5,18,0,Alive
O_lurida,21,No Tide,15,5,19,0,Alive
O_lurida,21,No Tide,15,5,20,0,Alive
O_lurida,15,No Tide,18,6,1,0,Alive
O_lurida,15,No Tide,18,6,2,0,Alive
O_lurida,15,No Tide,18,6,3,0,Alive
O_lurida,15,No Tide,18,6,4,0,Alive
O_lurida,15,No Tide,18,6,5,0,Alive
O_lurida,15,No Tide,18,6,6,0,Alive
O_lurida,15,No Tide,18,6,7,0,Alive
O_lurida,15,No Tide,18,6,8,0,Alive
O_lurida,15,No Tide,18,6,9,0,Alive
O_lurida,15,No Tide,18,6,10,0,Alive
O_lurida,15,No Tide,18,6,11,0,Alive
O_lurida,15,No Tide,18,6,12,0,Alive
O_lurida,15,No Tide,18,6,13,0,Alive
O_lurida,15,No Tide,18,6,14,0,Alive
O_lurida,15,No Tide,18,6,15,0,Alive
O_lurida,15,No Tide,18,6,16,0,Alive
O_lurida,15,No Tide,18,6,17,0,Alive
O_lurida,15,No Tide,18,6,18,0,Alive
O_lurida,15,No Tide,18,6,19,0,Alive
O_lurida,15,No Tide,18,6,20,0,Alive
O_lurida,15,Tide,18,6,1,1,Dead
O_lurida,15,Tide,18,6,2,0,Alive
O_lurida,15,Tide,18,6,3,0,Alive
O_lurida,15,Tide,18,6,4,0,Alive
O_lurida,15,Tide,18,6,5,0,Alive
O_lurida,15,Tide,18,6,6,0,Alive
O_lurida,15,Tide,18,6,7,0,Alive
O_lurida,15,Tide,18,6,8,0,Alive
O_lurida,15,Tide,18,6,9,0,Alive
O_lurida,15,Tide,18,6,10,0,Alive
O_lurida,15,Tide,18,6,11,0,Alive
O_lurida,15,Tide,18,6,12,0,Alive
O_lurida,15,Tide,18,6,13,0,Alive
O_lurida,15,Tide,18,6,14,0,Alive
O_lurida,15,Tide,18,6,15,0,Alive
O_lurida,15,Tide,18,6,16,0,Alive
O_lurida,15,Tide,18,6,17,0,Alive
O_lurida,15,Tide,18,6,18,0,Alive
O_lurida,15,Tide,18,6,19,0,Alive
O_lurida,15,Tide,18,6,20,0,Alive
O_lurida,21,Tide,18,6,1,0,Alive
O_lurida,21,Tide,18,6,2,0,Alive
O_lurida,21,Tide,18,6,3,0,Alive
O_lurida,21,Tide,18,6,4,0,Alive
O_lurida,21,Tide,18,6,5,0,Alive
O_lurida,21,Tide,18,6,6,0,Alive
O_lurida,21,Tide,18,6,7,0,Alive
O_lurida,21,Tide,18,6,8,0,Alive
O_lurida,21,Tide,18,6,9,0,Alive
O_lurida,21,Tide,18,6,10,0,Alive
O_lurida,21,Tide,18,6,11,0,Alive
O_lurida,21,Tide,18,6,12,0,Alive
O_lurida,21,Tide,18,6,13,0,Alive
O_lurida,21,Tide,18,6,14,0,Alive
O_lurida,21,Tide,18,6,15,0,Alive
O_lurida,21,Tide,18,6,16,0,Alive
O_lurida,21,Tide,18,6,17,0,Alive
O_lurida,21,Tide,18,6,18,0,Alive
O_lurida,21,Tide,18,6,19,0,Alive
O_lurida,21,Tide,18,6,20,0,Alive
O_lurida,21,No Tide,18,6,1,0,Alive
O_lurida,21,No Tide,18,6,2,0,Alive
O_lurida,21,No Tide,18,6,3,0,Alive
O_lurida,21,No Tide,18,6,4,0,Alive
O_lurida,21,No Tide,18,6,5,0,Alive
O_lurida,21,No Tide,18,6,6,0,Alive
O_lurida,21,No Tide,18,6,7,0,Alive
O_lurida,21,No Tide,18,6,8,0,Alive
O_lurida,21,No Tide,18,6,9,0,Alive
O_lurida,21,No Tide,18,6,10,0,Alive
O_lurida,21,No Tide,18,6,11,0,Alive
O_lurida,21,No Tide,18,6,12,0,Alive
O_lurida,21,No Tide,18,6,13,0,Alive
O_lurida,21,No Tide,18,6,14,0,Alive
O_lurida,21,No Tide,18,6,15,0,Alive
O_lurida,21,No Tide,18,6,16,0,Alive
O_lurida,21,No Tide,18,6,17,0,Alive
O_lurida,21,No Tide,18,6,18,0,Alive
O_lurida,21,No Tide,18,6,19,0,Alive
O_lurida,21,No Tide,18,6,20,0,Alive
O_lurida,15,No Tide,18,7,1,0,Alive
O_lurida,15,No Tide,18,7,2,0,Alive
O_lurida,15,No Tide,18,7,3,0,Alive
O_lurida,15,No Tide,18,7,4,0,Alive
O_lurida,15,No Tide,18,7,5,0,Alive
O_lurida,15,No Tide,18,7,6,0,Alive
O_lurida,15,No Tide,18,7,7,0,Alive
O_lurida,15,No Tide,18,7,8,0,Alive
O_lurida,15,No Tide,18,7,9,0,Alive
O_lurida,15,No Tide,18,7,10,0,Alive
O_lurida,15,No Tide,18,7,11,0,Alive
O_lurida,15,No Tide,18,7,12,0,Alive
O_lurida,15,No Tide,18,7,13,0,Alive
O_lurida,15,No Tide,18,7,14,0,Alive
O_lurida,15,No Tide,18,7,15,0,Alive
O_lurida,15,No Tide,18,7,16,0,Alive
O_lurida,15,No Tide,18,7,17,0,Alive
O_lurida,15,No Tide,18,7,18,0,Alive
O_lurida,15,No Tide,18,7,19,0,Alive
O_lurida,15,No Tide,18,7,20,0,Alive
O_lurida,15,Tide,18,7,1,0,Alive
O_lurida,15,Tide,18,7,2,0,Alive
O_lurida,15,Tide,18,7,3,0,Alive
O_lurida,15,Tide,18,7,4,0,Alive
O_lurida,15,Tide,18,7,5,0,Alive
O_lurida,15,Tide,18,7,6,0,Alive
O_lurida,15,Tide,18,7,7,0,Alive
O_lurida,15,Tide,18,7,8,0,Alive
O_lurida,15,Tide,18,7,9,0,Alive
O_lurida,15,Tide,18,7,10,0,Alive
O_lurida,15,Tide,18,7,11,0,Alive
O_lurida,15,Tide,18,7,12,0,Alive
O_lurida,15,Tide,18,7,13,0,Alive
O_lurida,15,Tide,18,7,14,0,Alive
O_lurida,15,Tide,18,7,15,0,Alive
O_lurida,15,Tide,18,7,16,0,Alive
O_lurida,15,Tide,18,7,17,0,Alive
O_lurida,15,Tide,18,7,18,0,Alive
O_lurida,15,Tide,18,7,19,0,Alive
O_lurida,15,Tide,18,7,20,0,Alive
O_lurida,21,Tide,18,7,1,1,Dead
O_lurida,21,Tide,18,7,2,0,Alive
O_lurida,21,Tide,18,7,3,0,Alive
O_lurida,21,Tide,18,7,4,0,Alive
O_lurida,21,Tide,18,7,5,0,Alive
O_lurida,21,Tide,18,7,6,0,Alive
O_lurida,21,Tide,18,7,7,0,Alive
O_lurida,21,Tide,18,7,8,0,Alive
O_lurida,21,Tide,18,7,9,0,Alive
O_lurida,21,Tide,18,7,10,0,Alive
O_lurida,21,Tide,18,7,11,0,Alive
O_lurida,21,Tide,18,7,12,0,Alive
O_lurida,21,Tide,18,7,13,0,Alive
O_lurida,21,Tide,18,7,14,0,Alive
O_lurida,21,Tide,18,7,15,0,Alive
O_lurida,21,Tide,18,7,16,0,Alive
O_lurida,21,Tide,18,7,17,0,Alive
O_lurida,21,Tide,18,7,18,0,Alive
O_lurida,21,Tide,18,7,19,0,Alive
O_lurida,21,Tide,18,7,20,0,Alive
O_lurida,21,No Tide,18,7,1,0,Alive
O_lurida,21,No Tide,18,7,2,0,Alive
O_lurida,21,No Tide,18,7,3,0,Alive
O_lurida,21,No Tide,18,7,4,0,Alive
O_lurida,21,No Tide,18,7,5,0,Alive
O_lurida,21,No Tide,18,7,6,0,Alive
O_lurida,21,No Tide,18,7,7,0,Alive
O_lurida,21,No Tide,18,7,8,0,Alive
O_lurida,21,No Tide,18,7,9,0,Alive
O_lurida,21,No Tide,18,7,10,0,Alive
O_lurida,21,No Tide,18,7,11,0,Alive
O_lurida,21,No Tide,18,7,12,0,Alive
O_lurida,21,No Tide,18,7,13,0,Alive
O_lurida,21,No Tide,18,7,14,0,Alive
O_lurida,21,No Tide,18,7,15,0,Alive
O_lurida,21,No Tide,18,7,16,0,Alive
O_lurida,21,No Tide,18,7,17,0,Alive
O_lurida,21,No Tide,18,7,18,0,Alive
O_lurida,21,No Tide,18,7,19,0,Alive
O_lurida,21,No Tide,18,7,20,0,Alive
O_lurida,15,No Tide,18,8,1,0,Alive
O_lurida,15,No Tide,18,8,2,0,Alive
O_lurida,15,No Tide,18,8,3,0,Alive
O_lurida,15,No Tide,18,8,4,0,Alive
O_lurida,15,No Tide,18,8,5,0,Alive
O_lurida,15,No Tide,18,8,6,0,Alive
O_lurida,15,No Tide,18,8,7,0,Alive
