Species,SH_Temp,SH_Tide,Tank,Oyster_Numb,Mortality,D_A,MHW_Set,Experiment_Day,Date
O_lurida,15,No Tide,2,72,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,2,73,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,2,74,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,2,75,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,2,76,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,2,77,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,2,78,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,2,79,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,2,80,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,1,1,Dead,15_21,NA,NA
O_lurida,15,No Tide,3,2,0,Alive,15_21,6,3/1/2022
O_lurida,15,No Tide,3,3,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,4,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,5,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,6,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,7,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,8,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,9,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,10,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,11,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,12,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,13,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,14,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,15,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,16,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,17,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,18,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,19,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,20,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,21,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,22,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,23,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,24,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,25,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,26,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,27,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,28,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,29,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,30,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,31,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,32,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,33,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,34,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,35,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,36,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,37,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,38,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,39,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,40,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,3,41,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,42,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,43,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,44,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,45,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,46,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,47,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,48,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,49,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,50,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,51,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,52,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,53,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,54,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,55,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,56,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,57,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,58,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,59,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,60,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,61,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,62,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,63,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,64,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,65,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,66,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,67,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,68,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,69,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,70,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,71,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,72,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,73,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,74,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,75,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,76,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,77,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,78,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,79,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,3,80,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,1,1,Dead,15_21,6,3/1/2022
O_lurida,15,No Tide,4,2,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,3,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,4,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,5,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,6,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,7,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,8,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,9,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,10,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,11,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,12,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,13,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,14,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,15,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,16,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,17,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,18,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,19,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,20,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,21,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,22,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,23,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,24,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,25,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,26,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,27,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,28,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,29,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,30,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,31,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,32,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,33,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,34,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,35,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,36,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,37,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,38,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,39,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,40,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,4,41,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,42,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,43,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,44,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,45,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,46,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,47,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,48,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,49,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,50,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,51,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,52,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,53,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,54,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,55,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,56,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,57,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,58,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,59,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,60,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,61,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,62,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,63,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,64,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,65,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,66,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,67,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,68,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,69,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,70,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,71,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,72,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,73,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,74,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,75,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,76,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,77,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,78,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,79,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,4,80,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,1,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,2,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,3,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,4,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,5,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,6,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,7,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,8,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,9,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,10,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,11,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,12,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,13,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,14,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,15,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,16,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,17,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,18,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,19,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,20,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,21,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,22,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,23,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,24,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,25,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,26,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,27,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,28,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,29,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,30,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,31,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,32,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,33,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,34,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,35,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,36,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,37,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,38,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,39,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,40,0,Alive,15_21,NA,NA
O_lurida,15,No Tide,5,41,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,42,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,43,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,44,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,45,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,46,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,47,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,48,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,49,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,50,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,51,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,52,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,53,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,54,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,55,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,56,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,57,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,58,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,59,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,60,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,61,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,62,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,63,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,64,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,65,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,66,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,67,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,68,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,69,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,70,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,71,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,72,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,73,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,74,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,75,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,76,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,77,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,78,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,79,0,Alive,18_24,NA,NA
O_lurida,15,No Tide,5,80,0,Alive,18_24,NA,NA
O_lurida,15,Tide,6,1,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,2,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,3,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,4,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,5,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,6,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,7,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,8,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,9,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,10,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,11,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,12,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,13,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,14,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,15,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,16,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,17,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,18,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,19,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,20,0,Alive,15_21,NA,NA
O_lurida,15,Tide,6,21,0,Alive,15_21,NA,NA
