Species,SH_Temp,SH_Tide,Oyster_Numb,Mortality,D_A
O_lurida,15,Tide,152,1,Dead
O_lurida,15,Tide,153,1,Dead
O_lurida,15,Tide,154,1,Dead
O_lurida,15,Tide,155,1,Dead
O_lurida,15,Tide,156,1,Dead
O_lurida,15,Tide,157,1,Dead
O_lurida,15,Tide,158,1,Dead
O_lurida,15,Tide,159,1,Dead
O_lurida,15,Tide,160,1,Dead
O_lurida,15,Tide,161,1,Dead
O_lurida,15,Tide,162,1,Dead
O_lurida,15,Tide,163,1,Dead
O_lurida,15,Tide,164,1,Dead
O_lurida,15,Tide,165,1,Dead
O_lurida,15,Tide,166,1,Dead
O_lurida,15,Tide,167,1,Dead
O_lurida,15,Tide,168,1,Dead
O_lurida,15,Tide,169,1,Dead
O_lurida,15,Tide,170,1,Dead
O_lurida,15,Tide,171,1,Dead
O_lurida,15,Tide,172,1,Dead
O_lurida,15,Tide,173,1,Dead
O_lurida,15,Tide,174,1,Dead
O_lurida,15,Tide,175,1,Dead
O_lurida,15,Tide,176,1,Dead
O_lurida,15,Tide,177,1,Dead
O_lurida,15,Tide,178,1,Dead
O_lurida,15,Tide,179,1,Dead
O_lurida,15,Tide,180,1,Dead
O_lurida,15,Tide,181,1,Dead
O_lurida,15,Tide,182,1,Dead
O_lurida,15,Tide,183,1,Dead
O_lurida,15,Tide,184,1,Dead
O_lurida,15,Tide,185,1,Dead
O_lurida,15,Tide,186,1,Dead
O_lurida,15,Tide,187,1,Dead
O_lurida,15,Tide,188,1,Dead
O_lurida,15,Tide,189,1,Dead
O_lurida,15,Tide,190,1,Dead
O_lurida,15,Tide,191,1,Dead
O_lurida,15,Tide,192,1,Dead
O_lurida,15,Tide,193,1,Dead
O_lurida,15,Tide,194,1,Dead
O_lurida,15,Tide,195,1,Dead
O_lurida,15,Tide,196,1,Dead
O_lurida,15,Tide,197,1,Dead
O_lurida,15,Tide,198,1,Dead
O_lurida,15,Tide,199,1,Dead
O_lurida,15,Tide,200,1,Dead
O_lurida,15,Tide,201,1,Dead
O_lurida,15,Tide,202,1,Dead
O_lurida,15,Tide,203,1,Dead
O_lurida,15,Tide,204,1,Dead
O_lurida,15,Tide,205,1,Dead
O_lurida,15,Tide,206,1,Dead
O_lurida,15,Tide,207,1,Dead
O_lurida,15,Tide,208,1,Dead
O_lurida,15,Tide,209,1,Dead
O_lurida,15,Tide,210,1,Dead
O_lurida,15,Tide,211,1,Dead
O_lurida,15,Tide,212,1,Dead
O_lurida,15,Tide,213,1,Dead
O_lurida,15,Tide,214,1,Dead
O_lurida,15,Tide,215,1,Dead
O_lurida,15,Tide,216,1,Dead
O_lurida,15,Tide,217,1,Dead
O_lurida,15,Tide,218,1,Dead
O_lurida,15,Tide,219,1,Dead
O_lurida,15,Tide,220,1,Dead
O_lurida,15,Tide,221,1,Dead
O_lurida,15,Tide,222,1,Dead
O_lurida,15,Tide,223,1,Dead
O_lurida,15,Tide,224,1,Dead
O_lurida,15,Tide,225,1,Dead
O_lurida,15,Tide,226,1,Dead
O_lurida,15,Tide,227,1,Dead
O_lurida,15,Tide,228,1,Dead
O_lurida,15,Tide,229,1,Dead
O_lurida,15,Tide,230,1,Dead
O_lurida,15,Tide,231,1,Dead
O_lurida,15,Tide,232,1,Dead
O_lurida,15,Tide,233,1,Dead
O_lurida,15,Tide,234,1,Dead
O_lurida,15,Tide,235,1,Dead
O_lurida,15,Tide,236,1,Dead
O_lurida,15,Tide,237,1,Dead
O_lurida,15,Tide,238,1,Dead
O_lurida,15,Tide,239,1,Dead
O_lurida,15,Tide,240,1,Dead
O_lurida,15,Tide,241,1,Dead
O_lurida,15,Tide,242,1,Dead
O_lurida,15,Tide,243,1,Dead
O_lurida,15,Tide,244,1,Dead
O_lurida,15,Tide,245,1,Dead
O_lurida,15,Tide,246,1,Dead
O_lurida,15,Tide,247,1,Dead
O_lurida,15,Tide,248,1,Dead
O_lurida,15,Tide,249,1,Dead
O_lurida,15,Tide,250,1,Dead
O_lurida,15,Tide,251,1,Dead
O_lurida,15,Tide,252,1,Dead
O_lurida,15,Tide,253,1,Dead
O_lurida,15,Tide,254,1,Dead
O_lurida,15,Tide,255,1,Dead
O_lurida,15,Tide,256,1,Dead
O_lurida,15,Tide,257,1,Dead
O_lurida,15,Tide,258,1,Dead
O_lurida,15,Tide,259,1,Dead
O_lurida,15,Tide,260,1,Dead
O_lurida,15,Tide,261,1,Dead
O_lurida,15,Tide,262,1,Dead
O_lurida,15,Tide,263,1,Dead
O_lurida,15,Tide,264,1,Dead
O_lurida,15,Tide,265,1,Dead
O_lurida,15,Tide,266,1,Dead
O_lurida,15,Tide,267,1,Dead
O_lurida,15,Tide,268,1,Dead
O_lurida,15,Tide,269,1,Dead
O_lurida,15,Tide,270,1,Dead
O_lurida,15,Tide,271,1,Dead
O_lurida,15,Tide,272,1,Dead
O_lurida,15,Tide,273,1,Dead
O_lurida,15,Tide,274,1,Dead
O_lurida,15,Tide,275,1,Dead
O_lurida,15,Tide,276,1,Dead
